"","spp","dbh","cr","logs","best_log","worst_log","butt_log","veneer_present","saw_present","quality_score","site","drate","price_factor","crop"
"9813","WO",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9814","YB",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9815","BC",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9816","BM",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9817","PB",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9818","RM",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9819","SO",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9820","WO",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9821","YB",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9822","BC",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9823","BM",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9824","PB",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9825","RM",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9826","SO",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9827","WO",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9828","YB",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9829","BC",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9830","BM",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9831","PB",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9832","RM",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9833","SO",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9834","WO",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9835","YB",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9836","BC",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9837","BM",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9838","PB",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9839","RM",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9840","SO",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9841","WO",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9842","YB",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9843","BC",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9844","BM",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9845","PB",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9846","RM",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9847","SO",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9848","WO",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9849","YB",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9850","BC",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9851","BM",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9852","PB",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9853","RM",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9854","SO",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9855","WO",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9856","YB",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9857","BC",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9858","BM",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9859","PB",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9860","RM",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9861","SO",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9862","WO",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9863","YB",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9864","BC",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9865","BM",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9866","PB",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9867","RM",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9868","SO",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9869","WO",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9870","YB",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9871","BC",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9872","BM",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9873","PB",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9874","RM",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9875","SO",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9876","WO",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9877","YB",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9878","BC",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9879","BM",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9880","PB",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9881","RM",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9882","SO",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9883","WO",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9884","YB",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9885","BC",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9886","BM",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9887","PB",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9888","RM",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9889","SO",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9890","WO",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9891","YB",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9892","BC",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9893","BM",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9894","PB",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9895","RM",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9896","SO",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9897","WO",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9898","YB",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9899","BC",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9900","BM",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9901","PB",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9902","RM",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9903","SO",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9904","WO",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9905","YB",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9906","BC",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9907","BM",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9908","PB",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9909","RM",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9910","SO",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9911","WO",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9912","YB",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9913","BC",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9914","BM",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9915","PB",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9916","RM",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9917","SO",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9918","WO",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9919","YB",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9920","BC",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9921","BM",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9922","PB",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9923","RM",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9924","SO",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9925","WO",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9926","YB",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9927","BC",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9928","BM",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9929","PB",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9930","RM",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9931","SO",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9932","WO",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9933","YB",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9934","BC",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9935","BM",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9936","PB",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9937","RM",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9938","SO",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9939","WO",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9940","YB",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9941","BC",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9942","BM",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9943","PB",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9944","RM",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9945","SO",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9946","WO",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9947","YB",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9948","BC",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9949","BM",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9950","PB",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9951","RM",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9952","SO",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9953","WO",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9954","YB",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9955","BC",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9956","BM",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9957","PB",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9958","RM",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9959","SO",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9960","WO",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9961","YB",7,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9962","BC",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9963","BM",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9964","PB",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9965","RM",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9966","SO",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9967","WO",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9968","YB",10,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9969","BC",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9970","BM",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9971","PB",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9972","RM",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9973","SO",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9974","WO",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9975","YB",13,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9976","BC",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9977","BM",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9978","PB",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9979","RM",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9980","SO",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9981","WO",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9982","YB",16,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,TRUE
"9983","BC",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9984","BM",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9985","PB",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9986","RM",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9987","SO",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9988","WO",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9989","YB",19,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9990","BC",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9991","BM",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9992","PB",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9993","RM",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9994","SO",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9995","WO",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9996","YB",22,70,"1225555555",1,2,1,TRUE,TRUE,7,"lowlandspfr",0.03,1,FALSE
"9997","BC",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"9998","BM",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"9999","PB",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10000","RM",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10001","SO",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10002","WO",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10003","YB",4,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10004","BC",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10005","BM",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10006","PB",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10007","RM",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10008","SO",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10009","WO",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10010","YB",7,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10011","BC",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10012","BM",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10013","PB",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10014","RM",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10015","SO",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10016","WO",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10017","YB",10,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10018","BC",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10019","BM",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10020","PB",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10021","RM",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10022","SO",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10023","WO",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10024","YB",13,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10025","BC",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10026","BM",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10027","PB",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10028","RM",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10029","SO",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10030","WO",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10031","YB",16,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10032","BC",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10033","BM",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10034","PB",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10035","RM",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10036","SO",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10037","WO",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10038","YB",19,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10039","BC",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10040","BM",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10041","PB",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10042","RM",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10043","SO",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10044","WO",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10045","YB",22,20,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10046","BC",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10047","BM",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10048","PB",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10049","RM",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10050","SO",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10051","WO",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10052","YB",4,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10053","BC",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10054","BM",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10055","PB",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10056","RM",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10057","SO",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10058","WO",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10059","YB",7,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,TRUE
"10060","BC",10,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10061","BM",10,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10062","PB",10,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10063","RM",10,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10064","SO",10,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
"10065","WO",10,30,"2155555555",1,5,2,TRUE,TRUE,5,"lowlandspfr",0.03,1,FALSE
